Case_Year,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2016,01/09/2016 07:03:00 PM,Queens,45,01,114,MD Residential Structure,Electrical Wiring,Electrical
2016,01/09/2016 07:55:00 PM,Brooklyn,44,16,073,MD Residential Structure,Other - Electrical,Electrical
2016,01/09/2016 08:00:00 PM,Bronx,19,05,046,PD Residential Structure,Electrical Wiring,Electrical
2016,01/09/2016 09:12:00 PM,Brooklyn,57,03,079,Commercial Structure,Clothes Dryer,Appliances
2016,01/09/2016 09:13:00 PM,Queens,52,07,109,Outside Rubbish,Other - No Fire,No Fire
2016,01/09/2016 09:27:00 PM,Bronx,17,04,048,Hospital,Incendiary,Incendiary
2016,01/09/2016 09:38:00 PM,Brooklyn,40,10,068,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2016,01/09/2016 10:28:00 PM,Brooklyn,31,02,088,MD Residential Structure,Portable Heater - Electric,Heaters
2016,01/09/2016 11:55:00 PM,Bronx,26,03,042,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/10/2016 12:00:00 AM,Bronx,17,05,046,Burn Notification (Albany),Albany Burn Notif. / Pending Investigation,Other
2016,01/10/2016 12:00:00 AM,Bronx,19,04,044,Burn Notification (Albany),Albany Burn Notif. / Pending Investigation,Other
2016,01/10/2016 12:06:00 AM,Brooklyn,33,15,061,PD Residential Structure,Candle,Open Flame
2016,01/10/2016 12:23:00 AM,Brooklyn,58,16,069,PD Residential Structure,Extension Cord,Electrical
2016,01/10/2016 01:31:00 AM,Bronx,03,09,043,Vehicle,Incendiary - Combustible Material,Incendiary
2016,01/10/2016 03:17:00 AM,Staten Island,22,01,120,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2016,01/10/2016 07:50:00 AM,Queens,46,05,104,Commercial Structure,Electrical Wiring,Electrical
2016,01/10/2016 10:17:00 AM,Brooklyn,35,01,094,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/10/2016 10:30:00 AM,Bronx,27,12,047,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2016,01/10/2016 01:35:00 PM,Manhattan,02,02,006,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/10/2016 02:39:00 PM,Manhattan,13,12,033,Government Structure,Appliance Cord,Electrical
2016,01/10/2016 04:02:00 PM,Bronx,19,08,050,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/10/2016 04:11:00 PM,Brooklyn,35,01,094,Manhole,Preliminary Investigation Only,Other
2016,01/10/2016 04:24:00 PM,Brooklyn,32,06,078,Commercial Structure,Other - No Fire,No Fire
2016,01/10/2016 04:36:00 PM,Queens,46,05,104,Commercial Structure,Other - Electrical,Electrical
2016,01/10/2016 06:26:00 PM,Manhattan,07,05,014,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2016,01/10/2016 06:39:00 PM,Brooklyn,58,18,069,MD Residential Structure,Incendiary,Incendiary
2016,01/10/2016 09:52:00 PM,Brooklyn,35,01,094,MD Residential Structure,Incendiary,Incendiary
2016,01/10/2016 09:52:00 PM,Brooklyn,35,01,094,MD Residential Structure,Incendiary,Incendiary
2016,01/10/2016 09:53:00 PM,Brooklyn,31,02,088,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/10/2016 10:14:00 PM,Queens,50,12,103,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2016,01/10/2016 10:16:00 PM,Manhattan,06,06,013,MD Residential Structure,Incendiary,Incendiary
2016,01/11/2016 12:30:00 AM,Bronx,18,05,046,Vehicle,Incendiary - Ignitable Liquid,Incendiary
2016,01/11/2016 01:39:00 AM,Queens,51,09,102,Vehicle,Incendiary - Combustible Material,Incendiary
2016,01/11/2016 03:10:00 AM,Brooklyn,41,14,070,MD Residential Structure,Electrical Wiring,Electrical
2016,01/11/2016 05:44:00 AM,Manhattan,01,01,001,Outside Rubbish,Incendiary,Incendiary
2016,01/11/2016 07:39:00 AM,Bronx,15,12,047,MFA,MFA,No Fire
2016,01/11/2016 09:44:00 AM,Bronx,15,12,047,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/11/2016 12:33:00 PM,Manhattan,10,11,023,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2016,01/11/2016 12:36:00 PM,Brooklyn,31,06,078,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2016,01/11/2016 12:45:00 PM,Manhattan,09,05,018,MD Residential Structure,Other - Open Flame,Open Flame
2016,01/11/2016 01:09:00 PM,Queens,51,09,102,Outside Rubbish,Torch - Legal Use of,Open Flame
2016,01/11/2016 02:05:00 PM,Manhattan,10,11,023,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2016,01/11/2016 02:41:00 PM,Queens,51,09,102,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
2016,01/11/2016 03:53:00 PM,Queens,53,13,105,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2016,01/11/2016 04:47:00 PM,Queens,53,13,105,Outside Rubbish,Incendiary,Incendiary
2016,01/11/2016 05:06:00 PM,Bronx,15,12,047,PD Residential Structure,Torch - Legal Use of,Open Flame
2016,01/11/2016 06:00:00 PM,Queens,45,01,114,Other,Juvenile Firesetter Intervention,Other
2016,01/11/2016 06:03:00 PM,Queens,46,01,115,Commercial Structure,Extension Cord,Electrical
2016,01/11/2016 07:12:00 PM,Brooklyn,39,05,075,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/11/2016 07:21:00 PM,Queens,50,12,103,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/11/2016 08:13:00 PM,Brooklyn,55,08,077,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/11/2016 08:15:00 PM,Queens,45,05,104,PD Residential Structure,Preliminary Investigation Only,Other
2016,01/11/2016 08:25:00 PM,Manhattan,09,07,020,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/11/2016 11:47:00 PM,Manhattan,06,06,013,MD Residential Structure,Incendiary,Incendiary
2016,01/12/2016 12:38:00 AM,Bronx,14,01,040,Outside Rubbish,Incendiary,Incendiary
2016,01/12/2016 02:24:00 AM,Manhattan,07,05,014,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2016,01/12/2016 05:44:00 AM,Bronx,19,05,048,MD Residential Structure,Electrical Wiring,Electrical
2016,01/12/2016 05:44:00 AM,Manhattan,13,12,034,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/12/2016 05:52:00 AM,Manhattan,01,01,001,Commercial Structure,Incendiary,Incendiary
2016,01/12/2016 09:12:00 AM,Queens,53,13,105,School,Heat From Molten Metal / Slag,Hot Objects
2016,01/12/2016 10:20:00 AM,Bronx,18,06,048,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/12/2016 10:33:00 AM,Manhattan,11,07,024,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/12/2016 03:20:00 PM,Queens,46,04,110,MD Residential Structure,Incendiary,Incendiary
2016,01/12/2016 03:51:00 PM,Bronx,19,05,046,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/12/2016 05:37:00 PM,Manhattan,13,12,034,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2016,01/12/2016 06:30:00 PM,Manhattan,08,06,013,Other,Juvenile Firesetter Intervention,Other
2016,01/12/2016 09:53:00 PM,Queens,46,05,104,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/12/2016 10:07:00 PM,Queens,53,11,111,MD Residential Structure,Matches/Lighter,Open Flame
2016,01/13/2016 12:00:00 AM,Brooklyn,35,01,090,MD Residential Structure,Permanent Heater - Gas,Heaters
2016,01/13/2016 12:51:00 AM,Queens,53,13,105,Outside Rubbish,Incendiary,Incendiary
2016,01/13/2016 01:42:00 AM,Bronx,20,10,045,PD Residential Structure,Food on the Stove,Cooking Carelessness
2016,01/13/2016 02:30:00 AM,Queens,53,13,105,PD Residential Structure,Electrical Wiring,Electrical
2016,01/13/2016 03:15:00 AM,Queens,54,13,105,PD Residential Structure,Candle,Open Flame
2016,01/13/2016 05:20:00 AM,Queens,49,01,114,Vehicle,Incendiary - Combustible Material,Incendiary
2016,01/13/2016 07:42:00 AM,Brooklyn,41,17,063,MFA,MFA,No Fire
2016,01/13/2016 08:19:00 AM,Queens,47,14,100,Other,Other,Other
2016,01/13/2016 10:26:00 AM,Queens,49,02,108,Commercial Structure,Fuse/Circuit Breaker Panel,Electrical
2016,01/13/2016 12:04:00 PM,Brooklyn,58,18,069,PD Residential Structure,Matches/Lighter,Open Flame
2016,01/13/2016 12:24:00 PM,Brooklyn,41,14,067,MD Residential Structure,Incense,Hot Objects
2016,01/13/2016 01:46:00 PM,Brooklyn,41,17,067,MFA,MFA,No Fire
2016,01/13/2016 01:49:00 PM,Bronx,26,03,042,Other,Juvenile Firesetter Intervention,Other
2016,01/13/2016 01:49:00 PM,Bronx,26,03,042,School,Incendiary - Attempted Arson,Incendiary
2016,01/13/2016 02:00:00 PM,Brooklyn,38,09,071,Other,Juvenile Firesetter Intervention,Other
2016,01/13/2016 02:40:00 PM,Manhattan,11,07,024,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/13/2016 02:53:00 PM,Bronx,18,11,049,MD Residential Structure,Portable Heater - Electric,Heaters
2016,01/13/2016 03:27:00 PM,Brooklyn,44,05,075,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/13/2016 04:00:00 PM,Queens,50,08,107,Burn Notification (Albany),Albany Burn Notif. / Pending Investigation,Other
2016,01/13/2016 05:27:00 PM,Queens,50,12,103,Vehicle,Incendiary - Combustible Material,Incendiary
2016,01/13/2016 05:53:00 PM,Bronx,15,10,045,MD Residential Structure,Incendiary,Incendiary
2016,01/13/2016 06:12:00 PM,Brooklyn,31,06,078,MD Residential Structure,Clothes Dryer,Appliances
2016,01/13/2016 06:32:00 PM,Queens,49,01,114,Vehicle,Vehicle Wiring,Electrical
2016,01/13/2016 06:55:00 PM,Manhattan,12,10,028,MD Residential Structure,Candle,Open Flame
2016,01/13/2016 06:59:00 PM,Brooklyn,39,05,075,PD Residential Structure,Candle,Open Flame
2016,01/13/2016 07:22:00 PM,Queens,53,13,105,Outside Rubbish,Incendiary,Incendiary
2016,01/13/2016 08:43:00 PM,Bronx,03,03,043,PD Residential Structure,Permanent Heater - Oil,Heaters
2016,01/13/2016 09:09:00 PM,Bronx,17,03,042,MD Residential Structure,Heat from Light Bulb,Hot Objects
2016,01/13/2016 09:44:00 PM,Manhattan,04,03,007,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2016,01/13/2016 10:06:00 PM,Manhattan,16,10,032,MD Residential Structure,Incendiary,Incendiary
2016,01/13/2016 10:37:00 PM,Brooklyn,44,05,075,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/14/2016 04:32:00 AM,Bronx,26,03,042,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2016,01/14/2016 05:25:00 AM,Queens,49,01,114,MD Residential Structure,Incendiary,Incendiary
2016,01/14/2016 07:31:00 AM,Queens,54,12,113,PD Residential Structure,Electrical Wiring,Electrical
2016,01/14/2016 09:59:00 AM,Manhattan,09,07,020,MD Residential Structure,Other - Electrical,Electrical
2016,01/14/2016 10:30:00 AM,Brooklyn,43,13,060,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2016,01/14/2016 10:30:00 AM,Brooklyn,43,13,060,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2016,01/14/2016 10:30:00 AM,Brooklyn,43,13,060,PD Residential Structure,Other - Ignitable Liquid/Gas,Ignitable
2016,01/14/2016 10:31:00 AM,Brooklyn,43,13,060,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2016,01/14/2016 11:25:00 AM,Brooklyn,41,09,071,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/14/2016 11:41:00 AM,Queens,47,14,100,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
2016,01/14/2016 11:45:00 AM,Brooklyn,37,03,081,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/14/2016 11:58:00 AM,Queens,50,08,107,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/14/2016 12:12:00 PM,Brooklyn,43,13,060,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2016,01/14/2016 01:00:00 PM,Brooklyn,48,06,078,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2016,01/14/2016 02:52:00 PM,Queens,54,13,105,PD Residential Structure,Electrical Wiring,Electrical
2016,01/14/2016 03:56:00 PM,Manhattan,09,05,014,Other,Other - No Fire,No Fire
2016,01/14/2016 04:39:00 PM,Brooklyn,33,15,001,Commercial Structure,Rangehood Fire - Ductwork,Cooking Carelessness
2016,01/14/2016 04:46:00 PM,Manhattan,04,03,009,Government Structure,MFA,No Fire
2016,01/14/2016 05:11:00 PM,Staten Island,22,01,120,MD Residential Structure,Incendiary,Incendiary
2018,12/05/2018 05:44:00 PM,Bronx,26,03,042,MD Residential Structure,SIU Investigation,Other
2018,12/23/2018 03:06:00 PM,Queens,50,12,103,MD Residential Structure,Other,Other
2019,07/21/2019 03:45:00 AM,Bronx,18,03,042,Outside Rubbish,Incendiary,Incendiary
2019,07/21/2019 03:45:00 AM,Bronx,18,03,042,Vehicle,Incendiary,Incendiary
2016,01/23/2016 01:45:00 PM,Bronx,03,03,042,MD Residential Structure,Incendiary,Incendiary
2016,01/04/2016 12:16:00 AM,Queens,46,05,104,Commercial Structure,Incendiary - Ignitable Liquid,Incendiary
2018,06/12/2018 03:35:00 AM,Manhattan,02,02,006,Other,Incendiary,Incendiary
2018,05/28/2018 02:18:00 AM,Brooklyn,58,18,069,MD Residential Structure,SIU Investigation,Other
2017,12/11/2017 07:19:00 AM,Manhattan,,05,014,Transit,SIU Investigation,Other
2020,06/11/2020 06:27:00 PM,Brooklyn,43,13,060,MD Residential Structure,Incendiary,Incendiary
2017,11/09/2017 07:00:00 AM,Brooklyn,42,10,068,MD Residential Structure,SIU Investigation,Other
2017,01/21/2017 09:54:00 AM,Staten Island,23,03,123,Other,Smoking (Cigarette/Cigar),Smoking
2017,01/17/2017 08:57:00 AM,Brooklyn,43,15,061,Other,SIU Investigation,Other
2016,06/02/2016 12:00:00 AM,Staten Island,,01,121,Commercial Structure,,
2016,11/01/2016 08:36:00 PM,Brooklyn,39,05,075,PD Residential Structure,Other,Other
2017,11/23/2016 12:12:00 PM,Brooklyn,42,10,068,MFA,MFA,No Fire
2016,01/14/2016 05:56:00 PM,Brooklyn,41,14,070,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2016,01/14/2016 06:45:00 PM,Manhattan,06,05,014,MD Residential Structure,Other - Electrical,Electrical
2016,01/14/2016 07:20:00 PM,Brooklyn,44,05,075,PD Residential Structure,Preliminary Investigation Only,Other
2016,01/14/2016 07:51:00 PM,Brooklyn,41,17,063,MFA,MFA,No Fire
2016,01/14/2016 08:31:00 PM,Bronx,18,06,048,PD Residential Structure,Incendiary,Incendiary
2019,03/18/2019 06:17:00 PM,Staten Island,21,01,120,MD Residential Structure,Incendiary,Incendiary
2016,01/14/2016 08:42:00 PM,Manhattan,08,06,017,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2016,01/14/2016 08:42:00 PM,Brooklyn,41,18,063,PD Residential Structure,Preliminary Investigation Only,Other
2016,01/15/2016 12:00:00 AM,Bronx,17,04,044,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/15/2016 03:30:00 AM,Brooklyn,57,03,079,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
2016,01/15/2016 05:05:00 AM,Manhattan,07,04,010,MD Residential Structure,Incendiary,Incendiary
2016,01/15/2016 06:50:00 AM,Brooklyn,38,08,077,MD Residential Structure,Other - Electrical,Electrical
2016,01/15/2016 06:53:00 AM,Manhattan,09,04,017,Vehicle,Smoking (Cigarette/Cigar),Smoking
2016,01/15/2016 08:58:00 AM,Manhattan,06,06,013,MD Residential Structure,Incendiary,Incendiary
2016,01/15/2016 11:26:00 AM,Brooklyn,35,01,090,PD Residential Structure,Incendiary - Torch - Illegal Use of,Incendiary
2016,01/15/2016 01:40:00 PM,Brooklyn,38,09,071,PD Residential Structure,Preliminary Investigation Only,Other
2016,01/15/2016 02:50:00 PM,Staten Island,21,02,122,PD Residential Structure,Candle,Open Flame
2016,01/15/2016 04:00:00 PM,Bronx,03,09,043,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/15/2016 05:16:00 PM,Queens,50,09,102,MD Residential Structure,Electrical Wiring,Electrical
2016,01/15/2016 06:21:00 PM,Queens,43,12,113,PD Residential Structure,Electrical Wiring,Electrical
2016,01/15/2016 08:27:00 PM,Manhattan,11,07,024,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/15/2016 08:48:00 PM,Queens,54,13,105,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/15/2016 08:55:00 PM,Bronx,03,09,043,Commercial Structure,Other - Liquid,Ignitable
2016,01/15/2016 09:20:00 PM,Manhattan,04,03,009,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/15/2016 10:05:00 PM,Queens,50,12,113,PD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2016,01/15/2016 10:05:00 PM,Queens,,12,113,Other,Juvenile Firesetter Intervention,Other
2016,01/15/2016 10:05:00 PM,Queens,50,12,113,Other,Juvenile Firesetter Intervention,Other
2016,01/15/2016 10:20:00 PM,Queens,46,06,112,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/16/2016 12:00:00 AM,Brooklyn,33,15,061,Vehicle,Other - No Fire,No Fire
2016,01/16/2016 09:40:00 AM,Manhattan,16,10,032,MD Residential Structure,Carbon Monoxide Incident,No Fire
2016,01/16/2016 09:48:00 AM,Staten Island,22,01,120,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2016,01/16/2016 09:48:00 AM,Staten Island,22,01,120,Other,Incendiary - Attempted Suicide,Incendiary
2016,01/16/2016 12:35:00 PM,Manhattan,11,07,024,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/16/2016 04:09:00 PM,Queens,47,14,100,PD Residential Structure,Other - Electrical,Electrical
2016,01/16/2016 05:26:00 PM,Queens,52,07,109,PD Residential Structure,Electrical Wiring,Electrical
2016,01/16/2016 07:38:00 PM,Bronx,19,05,046,MD Residential Structure,Incendiary - Fireworks,Incendiary
2016,01/16/2016 08:19:00 PM,Brooklyn,28,04,083,Vehicle,Preliminary Investigation Only,Other
2016,01/16/2016 09:45:00 PM,Brooklyn,38,08,077,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2016,01/16/2016 10:26:00 PM,Brooklyn,44,16,073,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2016,01/16/2016 11:17:00 PM,Manhattan,04,03,009,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2016,01/17/2016 12:06:00 AM,Queens,47,14,100,MD Residential Structure,Hard Wire Outlet,Electrical
2016,01/17/2016 12:08:00 AM,Brooklyn,58,18,069,MD Residential Structure,Preliminary Investigation Only,Other
2016,01/17/2016 12:12:00 AM,Brooklyn,44,16,073,MD Residential Structure,Food on the Stove,Cooking Carelessness
2016,01/17/2016 12:30:00 AM,Manhattan,04,03,007,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2016,01/17/2016 02:40:00 AM,Queens,54,13,105,PD Residential Structure,Power Strip,Electrical
2016,01/17/2016 02:52:00 AM,Manhattan,12,11,023,MD Residential Structure,Incendiary,Incendiary
2016,01/17/2016 03:41:00 AM,Queens,39,03,102,Garage/Shed,Preliminary Investigation Only,Other
2016,01/17/2016 04:16:00 AM,Queens,49,01,114,Vehicle,Incendiary - Combustible Material,Incendiary
2016,01/17/2016 04:27:00 AM,Brooklyn,44,16,073,Vehicle,Incendiary - Combustible Material,Incendiary
2016,01/17/2016 04:49:00 AM,Brooklyn,35,01,094,MD Residential Structure,Electrical Wiring,Electrical
2016,01/17/2016 05:01:00 AM,Manhattan,16,10,032,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2016,01/17/2016 05:19:00 AM,Brooklyn,38,09,071,MD Residential Structure,Candle,Open Flame
2016,01/17/2016 05:42:00 AM,Manhattan,11,07,020,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2016,01/17/2016 05:42:00 AM,Manhattan,11,07,020,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2016,01/17/2016 06:10:00 AM,Manhattan,16,10,032,MD Residential Structure,Permanent Heater - Electric,Heaters
2016,01/17/2016 09:08:00 AM,Bronx,14,01,042,PD Residential Structure,Electrical Wiring,Electrical
2016,01/17/2016 01:41:00 PM,Queens,54,13,113,PD Residential Structure,Permanent Heater - Gas,Heaters
2016,01/17/2016 02:00:00 PM,Manhattan,09,04,018,MD Residential Structure,Preliminary Investigation Only,Other
